Component ID,Category,Brand,Type,Item,Finish,Description,Link to Item URL,Photos,Base Price,Quote Line Items,Openings H,Hardware Set Items,Price Overrides,Override Price (from Price Overrides),Markup Settings,Component Summary,C_Record_ID,Openings,Table 17,Openings 2,Openings 3,Auto Number,Hardware Set Items copy,Hardware Staging
"Pemko, Threshold, EV2325BL-36(36""w), BL",,Pemko,Threshold,"EV2325BL-36(36""w)",BL,Threshold,,,$55.13,,,,,,,,recfxTSEehY3fJO1P,,,,,7988,,
"Pemko, Threshold, EV2325BL-36(0""w), BL",,Pemko,Threshold,"EV2325BL-36(0""w)",BL,Threshold,,,$52.50,,,,,,,,rechJ8JL3WszIvxrQ,,,,,7990,,
"Pemko, Threshold, EV232BL-36(OpngWidth), BL",,Pemko,Threshold,EV232BL-36(OpngWidth),BL,Threshold,,,$50.93,,,,,,,,reclXxavThrXAgTwm,,,,,7991,,
"Pemko, Threshold, EV2321BL-36, BL",,Pemko,Threshold,EV2321BL-36,BL,Threshold,,,$61.40,,,,,,,,recp4jFeJz7jsIaja,,,,,7993,,
"Pemko, Threshold, ADJ232V14-36BL(OpngWidth), BL",,Pemko,Threshold,ADJ232V14-36BL(OpngWidth),BL,Threshold,,,$169.95,,,,,,,,recpBOKXrFPIh8QDs,,,,,7992,,
"Pemko, Threshold, EV2326BL-36(36""w), BL",,Pemko,Threshold,"EV2326BL-36(36""w)",BL,Threshold,,,$54.40,,,,,,,,recuqdIQirzuamiOB,,,,,7958,,
"Pemko, Threshold, ADJ232V8-36D(36""w), BL",,Pemko,Threshold,"ADJ232V8-36D(36""w)",BL,Threshold,,,$173.83,,,,,,,,recurBoIwYD54Pycu,,,,,7959,,
"Pemko, Threshold, ADJ232V8-36BL(0""w), BL",,Pemko,Threshold,"ADJ232V8-36BL(0""w)",BL,Threshold,,,$179.10,,,,,,,,recw2ToBwPIQFwMrg,,,,,7962,,
"Pemko, Threshold, EV2325BL-48, BL",,Pemko,Threshold,EV2325BL-48,BL,Threshold,,,$52.47,,,,,,,,recwMJxtPIeQzKnYX,,,,,7961,,
"Pemko, Threshold, EV2320BL-36(OpngWidth), BL",,Pemko,Threshold,EV2320BL-36(OpngWidth),BL,Threshold,,,$43.49,,,,,,,,recwcdNsGhDQtkaBn,,,,,7960,,
"Pemko, Threshold, EV2325BL-73, BL",,Pemko,Threshold,EV2325BL-73,BL,Threshold,,,$83.90,,,,,,,,recxHPtzyBTjQj70L,,,,,7963,,
"Pemko, Threshold, EV2325BL-36(32""w), BL",,Pemko,Threshold,"EV2325BL-36(32""w)",BL,Threshold,,,$52.50,,,,,,,,recxytAkcjdabwPcs,,,,,7964,,
"Pemko, Threshold, EV232BL-36(0""w), BL",,Pemko,Threshold,"EV232BL-36(0""w)",BL,Threshold,,,$52.50,,,,,,,,reczzK2PrX3KzS3Dm,,,,,7965,,
"Pemko, Threshold, ADJ2325V14-36BL(36""w), BL",,Pemko,Threshold,"ADJ2325V14-36BL(36""w)",BL,Threshold,,,$239.00,,,,,,,,recN3Jc535rD0hcbq,,,,,7995,,
"Pemko, Threshold, ADJ2325V14-36BL, BL",,Pemko,Threshold,ADJ2325V14-36BL,BL,Threshold,,,$196.85,,,,,,,,recUO2CpD0xyLbhoz,,,,,7994,,
"Pemko, Weatherstripping, S88BL17(36""w x 82""h), BL",,Pemko,Weatherstripping,"S88BL17(36""w x 82""h)",BL,Weatherstrip,,,$24.53,,,,,,,,reczExbjHtHXN92oz,,,,,7996,,
"Pemko, Door Guard, PDLAA26D/15, 26D/15",,Pemko,Door Guard,PDLAA26D/15,26D/15,Door Guard,,,$40.48,,,,,,,,recgZFZpi0Mrf3maq,,,,,7997,,
"Pemko, Unspecified, PDLAA26D/15, 26D/15",,Pemko,Unspecified,PDLAA26D/15,26D/15,Misc,,,$35.50,,,,,,,,recY43LnIlQo3J3D9,,,,,7998,,
"Pemko, Unspecified, PDL26D/15, 26D/15",,Pemko,Unspecified,PDL26D/15,26D/15,Misc,,,$35.50,,,,,,,,reccLFLGYBEy3ZGcD,,,,,7999,,
"Pemko, Unspecified, 357SP96(96""h), SP",,Pemko,Unspecified,"357SP96(96""h)",SP,Astragal,,,$72.70,,,,,,,,recyB3y8UxRCnwdTO,,,,,8000,,
"Pemko, Unspecified, 357SP96, SP",,Pemko,Unspecified,357SP96,SP,Astragal,,,$51.36,,,,,,,,rec2r3crEtNt6RnAQ,,,,,8002,,
"Pemko, Unspecified, 357SP84, SP",,Pemko,Unspecified,357SP84,SP,Astragal,,,$50.83,,,,,,,,rec54P44nvGrts3s9,,,,,8004,,
"Pemko, Unspecified, 357SP84(84""h), SP",,Pemko,Unspecified,"357SP84(84""h)",SP,Astragal,,,$63.70,,,,,,,,rec5iJh98QSDp5BAZ,,,,,8003,,
"Pemko, Unspecified, 357SP84(80""h), SP",,Pemko,Unspecified,"357SP84(80""h)",SP,Astragal,,,$63.70,,,,,,,,recXeOBgGcHY7CX9B,,,,,8001,,
"Pemko, Unspecified, PDLBRKT, SP",,Pemko,Unspecified,PDLBRKT,SP,Misc,,,$15.04,,,,,,,,recqFRz66ag87cCr0,,,,,8005,,
"Pemko, Door Guard, PDL26D/15, US26D/15",,Pemko,Door Guard,PDL26D/15,US26D/15,Door Guard,,,$35.00,,,,,,,,recO6To1jB2Z2vaAu,,,,,8007,,
"Pemko, Door Guard, PDL26D/15 (PDLAA26D/15), US26D/15",,Pemko,Door Guard,PDL26D/15 (PDLAA26D/15),US26D/15,Door Guard,,,$35.00,,,,,,,,recRMpwKyPXCyjepH,,,,,8006,,
"Pemko, Hinges, GFM83-HD1(79""h), G",,Pemko,Hinges,"GFM83-HD1(79""h)",G,Continuous Hinge,,,$816.00,,,,,,,,recChHZBV6Hmnr07t,,,,,8008,,
"Pemko, Hinges, GFM83-HD1(83""h), G",,Pemko,Hinges,"GFM83-HD1(83""h)",G,Continuous Hinge,,,$816.00,,,,,,,,recjvZXJHxEvBr7uN,,,,,8009,,
"Pemko, Door Bottom, 216GPK(36""w), G",,Pemko,Door Bottom,"216GPK(36""w)",G,Door Bottom,,,$32.04,,,,,,,,recHbTmfGYS5RoND5,,,,,8010,,
"Pemko, Weatherstripping, 2891GPK(36""w x 84""h), G",,Pemko,Weatherstripping,"2891GPK(36""w x 84""h)",G,Weatherstrip,,,$214.20,,,,,,,,recTpWk4S84FzorWk,,,,,8011,,
"Pemko, Unspecified, HSS2000xS88D3684(36""w x 84""h), DarkBrown",,Pemko,Unspecified,"HSS2000xS88D3684(36""w x 84""h)",DarkBrown,Gasketing,,,$81.67,,,,,,,,rec7217AOv2fYTbqz,,,,,8013,,
"Pemko, Unspecified, HSS2000xS88D3684(72""w x 84""h), DarkBrown",,Pemko,Unspecified,"HSS2000xS88D3684(72""w x 84""h)",DarkBrown,Gasketing,,,$81.67,,,,,,,,recc1Z1CgCnoCX0xt,,,,,8014,,
"Pemko, Unspecified, HSS2000xS88D120120, DarkBrown",,Pemko,Unspecified,HSS2000xS88D120120,DarkBrown,Gasketing,,,$136.57,,,,,,,,recvogFgV5O3D8CDL,,,,,8012,,
"Pemko, Door Bottom, 4131BDGRL36(36""w), BDG",,Pemko,Door Bottom,"4131BDGRL36(36""w)",BDG,Door Bottom - Automatic (Surface),,,$33.79,,,,,,,,recCfGTcoO7facm4W,,,,,8015,,
"Pemko, Weatherstripping, 322CSN x 42"" x 80"", SN",,Pemko,Weatherstripping,"322CSN x 42"" x 80""",SN,Weatherstrip,,,$324.36,,,,,,,,recInIe9Hn7CkT6jW,,,,,8016,,
"Pemko, Weatherstripping, 322CSN x 36"" x 84""(36""w x 84""h), SN",,Pemko,Weatherstripping,"322CSN x 36"" x 84""(36""w x 84""h)",SN,Weatherstrip,,,$299.88,,,,,,,,recIy1UZ2QYyP5gE7,,,,,8017,,
"Pemko, Weatherstripping, 303SNPK, SN",,Pemko,Weatherstripping,303SNPK,SN,Weatherstrip,,,$71.40,,,,,,,,rec3tFVhrr6H1N9np,,,,,8018,,
"Pemko, Door Bottom, 216BDCFG, BDC",,Pemko,Door Bottom,216BDCFG,BDC,Door Bottom,,,$52.92,,,,,,,,recFNAMg1GCFHbNC4,,,,,8019,,
"Pdq, Latch, TJ 176 x LAX x 2-3/4"", 629",,Pdq,Latch,"TJ 176 x LAX x 2-3/4""",629,Hospital Latch,,,$205.00,,,,,,,,recDG7OMEqe0Ezkx1,,,,,8021,,
"Pdq, Latch, TJ 125 x LAX x 2-3/4"", 629",,Pdq,Latch,"TJ 125 x LAX x 2-3/4""",629,Hospital Latch,,,$155.00,,,,,,,,recIasdlzAzg9pnMu,,,,,8022,,
"Pdq, Latch, TJ 126 x LAX x 2-3/4"", 629",,Pdq,Latch,"TJ 126 x LAX x 2-3/4""",629,Hospital Latch,,,$205.00,,,,,,,,recv9Uz4ngHqY1CKH,,,,,8020,,
"Trimco, Latch, 1082-4, 629",,Trimco,Latch,1082-4,629,Latch Guard,,,$99.75,,,,,,,,recGPDifWQnraTzBJ,,,,,8023,,
"Pdq, Exit Device, 6202CVFLBR x 6 P 04-D x SCC, 689/630",,Pdq,Exit Device,6202CVFLBR x 6 P 04-D x SCC,689/630,"Push Pad, Rim",,,$1811.00,,,,,,,,recZaizUMMpvtebfv,,,,,8024,,
"Rockwood, Stop, 432W, WHITE",,Rockwood,Stop,432W,WHITE,"Wall Stop, Convex",,,$4.60,,,,,,,,recE3ZfquW5g1mtXH,,,,,8025,,
"Rockwood, Hinges, 528, NP",,Rockwood,Hinges,528,NP,Hinge Pin Stop,,,$6.40,,,,,,,,rec09knNyJR0VXj8p,,,,,8026,,
"Rockwood, Stop, 525, NP",,Rockwood,Stop,525,NP,"Wall Stop, Convex",,,$3.00,,,,,,,,recPASJ0nbfQsIsqw,,,,,8027,,
"Rockwood, Viewer, 620, ANT",,Rockwood,Viewer,620,ANT,Door Viewer,,,$8.20,,,,,,,,rec0oL30XXwFOs3fa,,,,,8030,,
"Rockwood, Viewer, 622, ANT",,Rockwood,Viewer,622,ANT,Door Viewer,,,$12.10,,,,,,,,recOZcsMERG2m8DYk,,,,,8029,,
"Rockwood, Viewer, 626, ANT",,Rockwood,Viewer,626,ANT,Door Viewer,,,$16.60,,,,,,,,recoaEr0uyQGKhd2q,,,,,8031,,
"Rockwood, Viewer, 624, ANT",,Rockwood,Viewer,624,ANT,Door Viewer,,,$12.70,,,,,,,,recvpxmYdK6pIXP6V,,,,,8028,,
"Rockwood, Hinges, 528, ANT",,Rockwood,Hinges,528,ANT,Hinge Pin Stop,,,$8.30,,,,,,,,recjNoEDpxyUcU6oH,,,,,8032,,
"Rockwood, Viewer, 619, BRS",,Rockwood,Viewer,619,BRS,Door Viewer,,,$19.80,,,,,,,,recVeOOggP48ubmUV,,,,,8033,,
"Rockwood, Viewer, 622, BRS",,Rockwood,Viewer,622,BRS,Door Viewer,,,$19.40,,,,,,,,recZZH3PyahKDiVMo,,,,,8034,,
"Rockwood, Viewer, 624, BRS",,Rockwood,Viewer,624,BRS,Door Viewer,,,$19.50,,,,,,,,reco1jahf86vI1zuO,,,,,8036,,
"Rockwood, Viewer, 626, BRS",,Rockwood,Viewer,626,BRS,Door Viewer,,,$16.60,,,,,,,,recwcRU6EbSPSBlE7,,,,,8035,,
"Rockwood, Hinges, 528, BRS",,Rockwood,Hinges,528,BRS,Hinge Pin Stop,,,$5.20,,,,,,,,reczIF8zW2PJtsiA3,,,,,8037,,
"Rockwood, Unspecified, 622VC, BRS",,Rockwood,Unspecified,622VC,BRS,Misc,,,$72.00,,,,,,,,recxWgyTtH70nW5Xa,,,,,8038,,
"Rockwood, Door Guard, 603, CRM",,Rockwood,Door Guard,603,CRM,Door Guard,,,$12.60,,,,,,,,recVePXa3FI0BmYaF,,,,,8039,,
"Rockwood, Viewer, 620VC, CRM",,Rockwood,Viewer,620VC,CRM,Door Viewer,,,$89.00,,,,,,,,rec2XuqhPXFoPGxUk,,,,,8047,,
"Rockwood, Viewer, 622, CRM",,Rockwood,Viewer,622,CRM,Door Viewer,,,$12.90,,,,,,,,rec8mmYdKMwhueQ7B,,,,,8048,,
"Rockwood, Viewer, 619, CRM",,Rockwood,Viewer,619,CRM,Door Viewer,,,$13.90,,,,,,,,rec97iP4z5GYKBbqg,,,,,8049,,
"Rockwood, Viewer, 628, CRM",,Rockwood,Viewer,628,CRM,Door Viewer,,,$23.50,,,,,,,,recDrQRcBymBAKlcS,,,,,8043,,
"Rockwood, Viewer, 626 viewer with cover, CRM",,Rockwood,Viewer,626 viewer with cover,CRM,Door Viewer,,,$18.00,,,,,,,,recEMicGimafcoh7A,,,,,8044,,
"Rockwood, Viewer, 622VC, CRM",,Rockwood,Viewer,622VC,CRM,Door Viewer,,,$8.00,,,,,,,,recGCTp55wcwP7kiy,,,,,8045,,
"Rockwood, Viewer, 626, CRM",,Rockwood,Viewer,626,CRM,Door Viewer,,,$16.60,,,,,,,,recKqfwzz9UOdw33q,,,,,8046,,
"Rockwood, Viewer, 627 will match Existing height, CRM",,Rockwood,Viewer,627 will match Existing height,CRM,Door Viewer,,,$22.00,,,,,,,,recfnZteHaIvU27aw,,,,,8050,,
"Rockwood, Viewer, 624, CRM",,Rockwood,Viewer,624,CRM,Door Viewer,,,$13.60,,,,,,,,reciEUugtnz7FZdhE,,,,,8051,,
"Rockwood, Viewer, 620, CRM",,Rockwood,Viewer,620,CRM,Door Viewer,,,$8.20,,,,,,,,reciNrglut4CMjx0s,,,,,8052,,
"Rockwood, Viewer, 627, CRM",,Rockwood,Viewer,627,CRM,Door Viewer,,,$24.90,,,,,,,,recqW5BzNoMNs3Qyd,,,,,8040,,
"Rockwood, Viewer, 627 38"" from top, CRM",,Rockwood,Viewer,"627 38"" from top",CRM,Door Viewer,,,$22.00,,,,,,,,recw0sJLKlq8XoBik,,,,,8041,,
"Rockwood, Viewer, 629, CRM",,Rockwood,Viewer,629,CRM,Door Viewer,,,$26.20,,,,,,,,recxQvUKso3x9xOle,,,,,8042,,
"Rockwood, Unspecified, 622VC, CRM",,Rockwood,Unspecified,622VC,CRM,Misc,,,$75.00,,,,,,,,recgAlX9A5chCl6ET,,,,,8053,,
"Rockwood, Unspecified, 603Shim, ClearPlastic",,Rockwood,Unspecified,603Shim,ClearPlastic,Shim,,,$3.40,,,,,,,,recw2hR9D6OjHPdvw,,,,,8054,,
"Rockwood, Viewer, 622, STNN",,Rockwood,Viewer,622,STNN,Door Viewer,,,$13.80,,,,,,,,rec6Aq0YoB7bkowhh,,,,,8056,,
"Rockwood, Viewer, 619, STNN",,Rockwood,Viewer,619,STNN,Door Viewer,,,$14.90,,,,,,,,recV5dJ8kEPcKh9dZ,,,,,8055,,
"Rockwood, Viewer, 626, DCRM",,Rockwood,Viewer,626,DCRM,Door Viewer,,,$17.10,,,,,,,,recuPgPHUKOazbN1O,,,,,8057,,
"Rockwood, Viewer, 622, DCRM",,Rockwood,Viewer,622,DCRM,Door Viewer,,,$12.60,,,,,,,,recvPZYOyl7C6Xphv,,,,,8058,,
"Rockwood, Unspecified, K1050 x 4BE x 24"" x 34""(34""w), FBPC",,Rockwood,Unspecified,"K1050 x 4BE x 24"" x 34""(34""w)",FBPC,Armor Plate,,,$176.26,,,,,,,,rec20am98AOUogYjW,,,,,8059,,
"Rockwood, Flush Pull, 872, FBPC",,Rockwood,Flush Pull,872,FBPC,Flush Pull,,,$50.00,,,,,,,,rec5CxEWajE27Lp3D,,,,,8060,,
"Rockwood, Unspecified, K1050 x 4BE x 10"" x 34""(34""w), FBPC",,Rockwood,Unspecified,"K1050 x 4BE x 10"" x 34""(34""w)",FBPC,Kickplate,,,$71.06,,,,,,,,recBfZH5B1k35Ya97,,,,,8062,,
"Rockwood, Unspecified, K1050 x 4BE x 10"" x 34""(28""w), FBPC",,Rockwood,Unspecified,"K1050 x 4BE x 10"" x 34""(28""w)",FBPC,Kickplate,,,$71.06,,,,,,,,recCga7ZCNgWxzhRD,,,,,8063,,
"Rockwood, Unspecified, K1050 x 4BE x 10"" x 34""(30""w), FBPC",,Rockwood,Unspecified,"K1050 x 4BE x 10"" x 34""(30""w)",FBPC,Kickplate,,,$71.06,,,,,,,,rectHrCAfTuV54bjf,,,,,8061,,
"Rockwood, Unspecified, K1050 x 4BE x 10""h(40""w), FBPC",,Rockwood,Unspecified,"K1050 x 4BE x 10""h(40""w)",FBPC,Kickplate,,,$69.70,,,,,,,,recL9OrkCJuJULpkL,,,,,8065,,
"Rockwood, Unspecified, K1050 x 4BE x 10""h(46""w), FBPC",,Rockwood,Unspecified,"K1050 x 4BE x 10""h(46""w)",FBPC,Kickplate,,,$82.00,,,,,,,,recZOPEWOCi0R7lKV,,,,,8064,,
"Rockwood, Unspecified, K1050 x 4BE x 10""h(34""w), FBPC",,Rockwood,Unspecified,"K1050 x 4BE x 10""h(34""w)",FBPC,Kickplate,,,$69.70,,,,,,,,recb39nJrQoXAt2yp,,,,,8066,,
"Rockwood, Unspecified, K1050 x 4BE x 8""h(34""w), FBPC",,Rockwood,Unspecified,"K1050 x 4BE x 8""h(34""w)",FBPC,Kickplate,,,$55.76,,,,,,,,recw4gwLqPIMDyMRw,,,,,8067,,
"Rockwood, Push Plate, 70C-RKW, FBPC",,Rockwood,Push Plate,70C-RKW,FBPC,Push Plate,,,$39.00,,,,,,,,recVsa9llsNQpid4N,,,,,8068,,
"Rockwood, Stop, RM867, FBPC",,Rockwood,Stop,RM867,FBPC,"Wall Stop, Convex",,,$61.00,,,,,,,,recelzAaREan91lEM,,,,,8069,,
"Rockwood, Push Plate, 70C-RKW, US32DMS",,Rockwood,Push Plate,70C-RKW,US32DMS,Push Plate,,,$46.90,,,,,,,,recvt9BHxqgDwISnO,,,,,8070,,
"Rockwood, Unspecified, 901, Brass",,Rockwood,Unspecified,901,Brass,Catch - Magnetic,,,$15.50,,,,,,,,recvRfc0cSPYjbZ3M,,,,,8071,,
"Rockwood, Unspecified, K2060 x 4BE x 34""h x 34""w, BEIGE",,Rockwood,Unspecified,"K2060 x 4BE x 34""h x 34""w",BEIGE,Kickplate,,,$272.82,,,,,,,,recOvBIekGxMErSfU,,,,,8072,,
"Rockwood, Door Pull, RM301 x Type 12XHD, US32D316",,Rockwood,Door Pull,RM301 x Type 12XHD,US32D316,Door Pull,,,$215.83,,,,,,,,rec5qwSXtoyIid7Rv,,,,,8074,,
"Rockwood, Door Pull, RM201 x Type 12XHD, US32D316",,Rockwood,Door Pull,RM201 x Type 12XHD,US32D316,Door Pull,,,$244.83,,,,,,,,recsOkzugFwnptswb,,,,,8073,,
"Sargent, Closer, 351-OTB, EN",,Sargent,Closer,351-OTB,EN,Closer,,,$962.00,,,,,,,,rec9iJMwkQ4dpKj4L,,,,,8075,,
"Sargent, Closer, 351-UO, EN",,Sargent,Closer,351-UO,EN,Closer,,,$731.00,,,,,,,,recm3p13aXk6JrCRY,,,,,8076,,
"Sargent, Closer, 1131-RU x (PA Mount), EN",,Sargent,Closer,1131-RU x (PA Mount),EN,Closer - Parallel Arm,,,$352.00,,,,,,,,recr72xpddkNe4rqj,,,,,8077,,
"Sargent, Closer, TB-281-CPS, EN",,Sargent,Closer,TB-281-CPS,EN,Closer - Parallel Arm with 5th screw,,,$1141.00,,,,,,,,recGKOBWjzGeHld8K,,,,,8078,,
"Sargent, Unspecified, DLU94 x COREM x Less Strike, 30-30",,Sargent,Unspecified,DLU94 x COREM x Less Strike,30-30,Cylindrical Dummy,,,$294.00,,,,,,,,recz7BHZwt0pubXgP,,,,,8079,,
"Sargent, Unspecified, DLU93 x COREM x Less Strike, 30-30",,Sargent,Unspecified,DLU93 x COREM x Less Strike,30-30,Dummy Trim - Single,,,$152.00,,,,,,,,recNcFTSsQeo4Y1yF,,,,,8081,,
"Sargent, Unspecified, DLU93 x OREM x Less Strike, 30-30",,Sargent,Unspecified,DLU93 x OREM x Less Strike,30-30,Dummy Trim - Single,,,$118.00,,,,,,,,recv3Qt9tuHqUTagl,,,,,8080,,
"Sargent, Exit Device, 713-8ETREM x KD, 30-30",,Sargent,Exit Device,713-8ETREM x KD,30-30,Exit Device Trim Only,,,$1305.00,,,,,,,,recsKCZEP7JnUuFUy,,,,,8082,,
"Sargent, Locks, 28-DLU15-3 x COREM, 30-30",,Sargent,Locks,28-DLU15-3 x COREM,30-30,Exit Lock (no thrubolts,,,$348.00,,,,,,,,recEABGUH1jOwbNGh,,,,,8083,,
"Sargent, Locks, 8205 x LNREM x KD, 30-30",,Sargent,Locks,8205 x LNREM x KD,30-30,Mortise Lockset,,,$1163.00,,,,,,,,rec8jq8ssblxtQUeX,,,,,8084,,
"Sargent, Unspecified, 8265 x LNREM, 30-30",,Sargent,Unspecified,8265 x LNREM,30-30,Mortise Privacy,,,$1108.00,,,,,,,,reclGvilxvMQe75gg,,,,,8085,,
"Sargent, Unspecified, 28-DLU65 x COREM, 30-30",,Sargent,Unspecified,28-DLU65 x COREM,30-30,Privacy Set (no thru-bolts),,,$368.00,,,,,,,,recDnz6uRAidBaCCY,,,,,8086,,
"Sargent, Unspecified, DLU65 x COREM, 30-30",,Sargent,Unspecified,DLU65 x COREM,30-30,Privacy Set (no thru-bolts),,,$350.00,,,,,,,,rec5PoKQOpa5S4Usw,,,,,8087,,
"Sargent, Unspecified, DLU65 x OREM, 30-30",,Sargent,Unspecified,DLU65 x OREM,30-30,Privacy Set (no thru-bolts),,,$272.00,,,,,,,,recPFb5JG6qkm8mIn,,,,,8088,,
"Sargent, Closer, 9-2960 24VDC, EAB",,Sargent,Closer,9-2960 24VDC,EAB,Electronic Door Closer,,,$1283.00,,,,,,,,recWNkAQlw4EeUeh9,,,,,8089,,
"Sargent, Unspecified, DLU15 x CORAM, 29-30-29",,Sargent,Unspecified,DLU15 x CORAM,29-30-29,Passage Set (no thru-bolts),,,$240.00,,,,,,,,rececVXBUWCxvEN8t,,,,,8090,,
"Schlage, Levers, ALX80P6 x BRW x 47267042 x 47267101, 643e",,Schlage,Levers,ALX80P6 x BRW x 47267042 x 47267101,643e,Cylindrical Lever,,,$399.00,,,,,,,,recNLuO1x9raeF92x,,,,,8091,,
"Schlage, Unspecified, ALX170 x BRW, 643e",,Schlage,Unspecified,ALX170 x BRW,643e,Dummy Trim - Single,,,$179.00,,,,,,,,rec99rrKVzB9Z6q20,,,,,8092,,
"Schlage, Unspecified, L9010 x LLLxLLL x 10-072, 643e",,Schlage,Unspecified,L9010 x LLLxLLL x 10-072,643e,Mortise Passage,,,$493.40,,,,,,,,rec7bqmsGOIqgFoYi,,,,,8094,,
"Schlage, Unspecified, L9010 x M51L x 10-072, 643e",,Schlage,Unspecified,L9010 x M51L x 10-072,643e,Mortise Passage,,,$630.00,,,,,,,,recx7DFuLOL1f8Fee,,,,,8093,,
"Schlage, Levers, ALX70P6 x ATH x 47267042 x 47267101, 606/626",,Schlage,Levers,ALX70P6 x ATH x 47267042 x 47267101,606/626,Cylindrical Lever,,,$385.00,,,,,,,,reczWclkLxUNoNqg5,,,,,8095,,
"Schlage, Locks, B560P x 12-288 x 10-094, 609",,Schlage,Locks,B560P x 12-288 x 10-094,609,"Deadlock, Grade 1, Tubular",,,$125.00,,,,,,,,recuwEcAWEUh3prGB,,,,,8096,,
"Schlage, Unspecified, F80 ELA x 16-086 x 10-027, 609",,Schlage,Unspecified,F80 ELA x 16-086 x 10-027,609,Grade 1 Cylindrical Knob,,,$112.00,,,,,,,,rec6wdMuH0NoL6Iyc,,,,,8097,,
"Schlage, Locks, B60N x 12-321 x 10-116 x KA4, 716",,Schlage,Locks,B60N x 12-321 x 10-116 x KA4,716,"Deadlock, Grade 1, Tubular",,,$81.00,,,,,,,,recJRCKdmOPo7Xq1h,,,,,8099,,
"Schlage, Locks, B80 x 12-321 x 10-116, 716",,Schlage,Locks,B80 x 12-321 x 10-116,716,"Deadlock, Grade 1, Tubular",,,$57.00,,,,,,,,recQmha8whROdhknH,,,,,8098,,
"Schlage, Locks, B60COLN x 12-321 x 10-116 x 50-223, 716",,Schlage,Locks,B60COLN x 12-321 x 10-116 x 50-223,716,"Deadlock, Grade 1, Tubular",,,$82.60,,,,,,,,recdsGPqhZw055z6P,,,,,8100,,
"Schlage, Unspecified, F10 FLA 716 x 16-080 x 10-027, 716",,Schlage,Unspecified,F10 FLA 716 x 16-080 x 10-027,716,Passage Set (no thru-bolts),,,$73.00,,,,,,,,recXzdBooOiVMLvw3,,,,,8101,,
"Schlage, Unspecified, FC21 LAT CEN x 16-000 x 10-027, 716",,Schlage,Unspecified,FC21 LAT CEN x 16-000 x 10-027,716,Passage Set (no thru-bolts),,,$90.00,,,,,,,,recSGcW7qakHWplZm,,,,,8102,,
"Schlage, Unspecified, F40 FLA 716 x 16-080 x 10-027, 716",,Schlage,Unspecified,F40 FLA 716 x 16-080 x 10-027,716,Privacy Set (no thru-bolts),,,$78.00,,,,,,,,receCpqtvngRec639,,,,,8103,,
"Schlage, Unspecified, F40 LAT x 16-080 x 10-027, 618",,Schlage,Unspecified,F40 LAT x 16-080 x 10-027,618,Privacy Set (no thru-bolts),,,$60.00,,,,,,,,recZLNNajKOitLbNh,,,,,8104,,
"Schlage, Unspecified, ND40S x ATH x 13-248 x 10-025, 613/625",,Schlage,Unspecified,ND40S x ATH x 13-248 x 10-025,613/625,Privacy Set (with thru-bolts),,,$569.00,,,,,,,,reczd75t4qHPN0U2K,,,,,8105,,
"SDC, Unspecified, 1091AIH, H",,SDC,Unspecified,1091AIH,H,Misc,,,$458.00,,,,,,,,recrkf4iVvaYxR6Qh,,,,,8106,,
"SDC, Closer, AUTO1 x 36"", V",,SDC,Closer,"AUTO1 x 36""",V,Closer - Automatic Operator,,,$2385.00,,,,,,,,reccknj9nTJNfL4wO,,,,,8107,,
"Securitron, Unspecified, DPS-W-BK, BK",,Securitron,Unspecified,DPS-W-BK,BK,Door Position Switch,,,$27.00,,,,,,,,rec2lMl48j2K5SNP1,,,,,8108,,
"Securitron, Unspecified, DPS-M-BK, BK",,Securitron,Unspecified,DPS-M-BK,BK,Door Position Switch,,,$37.00,,,,,,,,recjSH0rW2PxertwI,,,,,8109,,
"Securitron, Unspecified, DPS-W-WH, WH",,Securitron,Unspecified,DPS-W-WH,WH,Door Position Switch,,,$24.00,,,,,,,,rechuEkiB97hxrkDc,,,,,8110,,
"Stanley, Hinges, CB199 4-1/2 x 4-1/2 x NRP, 630W",,Stanley,Hinges,CB199 4-1/2 x 4-1/2 x NRP,630W,4-1/2 Hvy Wt(.180) Hinge,,,$97.16,,,,,,,,rec1rBLtb6cfR2i4t,,,,,8111,,
"Stanley, Hinges, CB199 4-1/2 x 4-1/2 x NRP, 630W",,Stanley,Hinges,CB199 4-1/2 x 4-1/2 x NRP,630W,4-1/2 Hvy Wt(.180) Hinge,,,$97.16,,,,,,,,recWjUeYh0xNYlGv2,,,,,8112,,
"Trimco, Holder, 1221-4, SPEC",,Trimco,Holder,1221-4,SPEC,Kickdown Holder,,,$39.00,,,,,,,,recpyQN5NLR8Y0RHg,,,,,8113,,
"Trimco, Latch, 1074-3-SC051, SPEC",,Trimco,Latch,1074-3-SC051,SPEC,Sliding Door Lock/Latch,,,$621.00,,,,,,,,recBPFOyYmiEP9mSI,,,,,8114,,
"Trimco, Silencer, 1229A, GREY",,Trimco,Silencer,1229A,GREY,Silencer,,,$32.00,,,,,,,,recJ9CLrF7imhOsQF,,,,,8115,,
"Trimco, Unspecified, 3094B2(72""w()), SILVER",,Trimco,Unspecified,"3094B2(72""w())",SILVER,Bar Coordinator,,,$218.00,,,,,,,,recjYlD0YCiGI3Ar5,,,,,8116,,
"Trimco, Unspecified, 3095, SILVER",,Trimco,Unspecified,3095,SILVER,Misc,,,$56.00,,,,,,,,recOknEFnD7BCrD5G,,,,,8117,,
